,0
349,15.47596549987793
350,16.323650360107422
351,28.08711814880371
352,14.484052658081055
353,21.68263053894043
354,24.872173309326172
355,17.65608024597168
356,17.818531036376953
357,16.635663986206055
358,26.657499313354492
359,22.621000289916992
360,21.1702823638916
361,12.687211990356445
362,18.550804138183594
363,17.819307327270508
364,13.626531600952148
365,15.161825180053711
366,16.344482421875
367,29.322860717773438
368,18.030372619628906
369,28.79127311706543
370,16.72749900817871
371,16.398544311523438
372,17.259437561035156
373,24.332494735717773
374,21.844491958618164
375,17.49007797241211
376,21.52971839904785
377,18.363542556762695
378,13.176876068115234
379,24.31063461303711
380,16.69369888305664
381,12.607091903686523
382,19.812620162963867
383,21.490102767944336
384,15.798486709594727
385,27.059886932373047
386,13.912910461425781
387,22.67034912109375
388,23.350507736206055
389,19.3542423248291
390,30.550853729248047
391,33.97882270812988
392,15.951038360595703
393,22.449609756469727
394,25.71796989440918
395,17.578052520751953
396,21.98308563232422
397,21.989038467407227
398,16.613262176513672
399,5.7305450439453125
400,16.97603988647461
401,14.63758659362793
402,12.859027862548828
403,14.681377410888672
404,17.067686080932617
405,27.711416244506836
406,36.38188934326172
407,27.469451904296875
408,17.059537887573242
409,13.13034439086914
410,26.12801170349121
411,31.20915985107422
412,15.467945098876953
413,19.223026275634766
414,16.88182830810547
415,23.142501831054688
416,15.660694122314453
417,22.900041580200195
418,31.60548973083496
419,36.90386772155762
420,13.60694694519043
421,17.78191566467285
422,19.095563888549805
423,24.44141960144043
424,16.46770668029785
425,17.478090286254883
426,20.83209800720215
427,13.531190872192383
428,17.892499923706055
429,20.009775161743164
430,18.022743225097656
431,20.61610984802246
432,15.003686904907227
433,16.41191291809082
434,16.423072814941406
435,19.60036849975586
436,18.48101806640625
437,25.146848678588867
438,34.05324363708496
439,23.30914306640625
440,17.33757209777832
441,14.936908721923828
442,17.965229034423828
443,16.48179054260254
444,19.63099479675293
445,33.748666763305664
446,20.959312438964844
447,21.86093521118164
448,15.171449661254883
449,15.825281143188477
450,16.647449493408203
451,26.99315643310547
452,12.944257736206055
453,18.63642120361328
454,17.054080963134766
455,20.462282180786133
456,19.147865295410156
457,16.819490432739258
458,16.353879928588867
459,14.02496337890625
460,22.533124923706055
461,19.200515747070312
462,16.311798095703125
463,23.045564651489258
464,35.02903175354004
465,22.919588088989258
466,22.283935546875
467,16.54766273498535
468,37.04243469238281
469,18.229875564575195
470,19.24306297302246
471,22.522235870361328
472,20.190759658813477
473,20.745283126831055
474,-2.6957550048828125
475,29.10869598388672
476,20.527271270751953
477,16.50970458984375
478,25.922452926635742
479,16.814369201660156
480,33.37031364440918
481,16.08169174194336
482,23.537582397460938
483,15.95562744140625
484,28.787132263183594
485,18.11838722229004
486,17.349029541015625
487,19.221988677978516
488,16.411245346069336
489,28.74553680419922
490,17.677539825439453
491,26.40932273864746
492,18.49148178100586
493,17.302799224853516
494,21.49805450439453
495,18.907718658447266
496,46.71082305908203
497,34.719886779785156
498,17.311260223388672
499,6.088991165161133
500,24.955114364624023
501,25.384963989257812
502,19.970365524291992
503,21.021270751953125
504,30.4383487701416
505,16.202789306640625
506,13.907018661499023
507,15.04727554321289
508,16.743370056152344
509,49.493473052978516
510,18.064363479614258
511,16.087875366210938
512,14.403436660766602
513,23.55073356628418
514,19.05397605895996
515,32.32196807861328
516,25.226661682128906
517,17.559951782226562
518,31.21985626220703
519,35.99274253845215
520,21.05817413330078
521,24.48958396911621
522,16.505205154418945
523,19.15479850769043
524,20.31542205810547
525,25.012954711914062
526,14.465389251708984
527,25.554162979125977
528,12.975088119506836
529,16.66265869140625
530,52.35634994506836
531,16.83053970336914
532,-2.8852920532226562
533,25.539810180664062
534,17.319570541381836
535,12.919221878051758
536,21.931886672973633
537,20.7576961517334
538,23.07868766784668
539,30.36627197265625
540,18.43851661682129
541,28.994441986083984
542,19.36124038696289
543,17.901195526123047
544,22.50298500061035
545,13.81694221496582
546,21.8054256439209
547,25.63495635986328
548,12.877885818481445
549,16.7716007232666
550,15.76492691040039
551,14.631353378295898
552,16.288524627685547
553,16.2303409576416
554,24.458425521850586
555,17.72736358642578
556,19.1175594329834
557,20.11859130859375
558,25.707895278930664
559,17.475210189819336
560,40.70123481750488
561,16.34022331237793
562,34.20835494995117
563,18.098291397094727
564,18.176057815551758
565,18.78885841369629
566,29.619260787963867
567,16.224834442138672
568,25.3597354888916
569,17.702938079833984
570,18.25518226623535
571,26.701374053955078
572,33.870622634887695
573,43.58171463012695
574,19.89291763305664
575,23.53778839111328
576,17.637664794921875
577,24.33287811279297
578,19.74686050415039
579,16.529367446899414
580,17.15943717956543
581,32.82624053955078
582,17.06269645690918
583,17.399059295654297
584,16.348203659057617
585,64.79143905639648
586,17.969432830810547
587,16.50767707824707
588,16.119583129882812
589,18.680925369262695
590,27.61686134338379
591,19.944250106811523
592,23.084169387817383
593,16.899547576904297
594,24.831979751586914
595,24.945598602294922
596,37.47835731506348
597,16.662586212158203
598,23.64793586730957
599,16.88860511779785
600,16.164287567138672
601,16.480432510375977
602,17.723247528076172
603,16.606290817260742
604,16.740327835083008
605,22.621374130249023
606,16.211423873901367
607,17.693225860595703
608,18.160701751708984
609,12.94426155090332
610,23.427581787109375
611,28.265527725219727
612,27.21148109436035
613,16.2211971282959
614,13.320375442504883
615,12.679651260375977
616,13.799116134643555
617,16.3798885345459
618,17.171751022338867
619,13.882148742675781
620,25.752628326416016
621,17.667068481445312
622,29.59459114074707
623,17.597946166992188
624,17.027759552001953
625,18.10466957092285
626,22.08118438720703
627,16.338407516479492
628,16.514888763427734
629,22.4041805267334
630,12.635066986083984
631,25.10513687133789
632,20.7357177734375
633,21.2676944732666
634,32.13890075683594
635,16.56331443786621
636,20.441102981567383
637,28.1381778717041
638,26.145395278930664
639,15.918235778808594
640,17.58485221862793
641,16.036405563354492
642,26.45883560180664
643,21.961753845214844
644,71.5721378326416
645,16.774763107299805
646,31.263614654541016
647,16.80706787109375
648,28.298664093017578
649,15.94089126586914
650,21.5252742767334
651,28.835691452026367
652,38.95949172973633
653,26.802642822265625
654,20.16335105895996
655,15.837995529174805
656,33.27825164794922
657,30.21245002746582
658,17.945831298828125
659,15.999481201171875
660,15.138744354248047
661,19.619779586791992
662,18.736608505249023
663,17.284915924072266
664,20.418357849121094
665,16.352384567260742
666,15.975530624389648
667,20.127948760986328
668,61.27415657043457
669,27.52020263671875
670,41.29095458984375
671,19.07813262939453
672,23.995052337646484
673,16.094972610473633
674,19.01050567626953
675,26.14942741394043
676,15.508413314819336
677,74.62944984436035
678,22.138757705688477
679,13.611818313598633
680,16.88103485107422
681,17.752912521362305
682,28.17753791809082
683,17.68132972717285
684,29.22080421447754
685,18.70441246032715
686,26.30036735534668
687,27.223106384277344
688,16.631494522094727
689,20.14275550842285
690,18.108022689819336
691,22.903135299682617
692,20.200916290283203
693,22.37421417236328
694,23.468299865722656
695,24.962600708007812
696,22.240158081054688
697,15.887357711791992
698,20.916748046875
699,18.793519973754883
700,32.36837196350098
701,23.562984466552734
702,17.15382194519043
703,26.56861686706543
704,23.296823501586914
705,25.290802001953125
706,16.57914924621582
707,17.505699157714844
708,16.521398544311523
709,27.404882431030273
710,15.556983947753906
711,19.361164093017578
712,15.824426651000977
713,21.469152450561523
714,17.567096710205078
715,22.793277740478516
716,22.586360931396484
717,19.006322860717773
718,31.79928207397461
719,12.324321746826172
720,15.511220932006836
721,16.08256721496582
722,12.558799743652344
723,13.01491928100586
724,23.290552139282227
725,15.345100402832031
726,19.3708553314209
727,17.771360397338867
728,16.874462127685547
729,26.149263381958008
730,15.493375778198242
731,22.51616859436035
732,20.532529830932617
733,20.26883316040039
734,17.468427658081055
735,20.406023025512695
736,35.01291084289551
737,17.004146575927734
738,28.830379486083984
739,32.00287628173828
740,16.161130905151367
741,16.35517120361328
742,20.222808837890625
743,14.96054458618164
744,13.767911911010742
745,17.547521591186523
746,13.214862823486328
747,19.71437644958496
748,13.438169479370117
749,16.460451126098633
750,30.183073043823242
751,17.83473777770996
752,18.16724967956543
753,24.429182052612305
754,19.392353057861328
755,14.264877319335938
756,25.087614059448242
757,43.58344650268555
758,20.375492095947266
759,24.348567962646484
760,24.225008010864258
761,16.680856704711914
762,18.073827743530273
763,27.801616668701172
764,13.300477981567383
765,16.549198150634766
766,22.139699935913086
767,28.63027572631836
768,17.540416717529297
769,14.757408142089844
770,25.09628677368164
771,33.93711853027344
772,16.78571319580078
773,25.504304885864258
774,20.83079719543457
775,17.478744506835938
776,20.381023406982422
777,16.57785987854004
778,16.53289794921875
779,13.345306396484375
780,20.054433822631836
781,17.78767204284668
782,16.115413665771484
783,16.6589298248291
784,53.59495544433594
785,16.83631134033203
786,13.233083724975586
787,17.388744354248047
788,26.262983322143555
789,23.62713050842285
790,13.471576690673828
791,25.03424835205078
792,22.639936447143555
793,19.203683853149414
794,27.977922439575195
795,16.01665496826172
796,34.952951431274414
797,24.382871627807617
798,16.060585021972656
799,23.539058685302734
800,19.149681091308594
801,16.153467178344727
802,29.542388916015625
803,27.55762481689453
804,16.626380920410156
805,14.784688949584961
806,30.16126251220703
807,19.828365325927734
808,17.602066040039062
809,18.231111526489258
810,22.250289916992188
811,16.806791305541992
812,14.158971786499023
813,24.7575740814209
814,16.379594802856445
815,29.933258056640625
816,22.824312210083008
817,16.514785766601562
818,84.60761451721191
819,16.399333953857422
820,25.63836669921875
821,16.054655075073242
822,7.787101745605469
823,15.649904251098633
824,19.70688819885254
825,25.846424102783203
826,22.125118255615234
827,18.051029205322266
828,16.441247940063477
829,28.23373794555664
830,16.72630500793457
831,16.850927352905273
832,19.973623275756836
833,26.07803726196289
834,22.06916046142578
835,23.02902603149414
836,15.133869171142578
837,16.29049301147461
838,25.382261276245117
839,23.065948486328125
840,14.811887741088867
841,23.052352905273438
842,29.871631622314453
843,23.340106964111328
844,13.516256332397461
845,35.49077224731445
846,21.31621551513672
847,49.73442077636719
848,16.135692596435547
849,175.44220542907715
850,18.16383171081543
851,28.96291160583496
852,34.650861740112305
853,16.819175720214844
854,26.015838623046875
855,6.550859451293945
856,16.301244735717773
857,24.439559936523438
858,20.342864990234375
859,42.986446380615234
860,17.26189422607422
861,28.680789947509766
862,29.816370010375977
863,17.003849029541016
864,24.349571228027344
865,16.563039779663086
866,17.959373474121094
867,15.201118469238281
868,22.260499954223633
869,32.60166549682617
870,11.482994079589844
871,17.016523361206055
872,27.047740936279297
873,20.12891387939453
874,48.29069519042969
875,18.34891700744629
876,22.96383285522461
877,17.493558883666992
878,12.686729431152344
879,39.951059341430664
880,18.112092971801758
881,21.496726989746094
882,17.24933433532715
883,18.18732452392578
884,19.18768310546875
885,11.921051025390625
886,24.85411262512207
887,64.30609703063965
888,16.211658477783203
889,17.57042121887207
890,17.069808959960938
891,17.852439880371094
892,15.539867401123047
893,16.484498977661133
894,16.714710235595703
895,16.39908218383789
896,31.648876190185547
897,30.6756649017334
898,16.243358612060547
899,13.442817687988281
900,111.87092018127441
901,13.15245246887207
902,12.782541275024414
903,24.402727127075195
904,33.44727325439453
905,16.965190887451172
906,31.311872482299805
907,17.467559814453125
908,17.837888717651367
909,22.456029891967773
910,33.465885162353516
911,26.88378143310547
912,35.27424621582031
913,20.1646728515625
914,69.12806510925293
915,26.5216007232666
916,13.225196838378906
917,22.691490173339844
918,27.476123809814453
919,24.261829376220703
920,25.826763153076172
921,61.10514259338379
922,16.482860565185547
923,34.059282302856445
924,6.135648727416992
925,16.774564743041992
926,17.082509994506836
927,28.923480987548828
928,15.269294738769531
929,16.751659393310547
930,26.82425308227539
931,11.676965713500977
932,21.86958122253418
933,16.65976905822754
934,16.655893325805664
935,19.521339416503906
936,17.719057083129883
937,12.675359725952148
938,-2.0124778747558594
939,6.529111862182617
940,35.00657844543457
941,17.59110450744629
942,17.115537643432617
943,23.067066192626953
944,16.394649505615234
945,15.732686996459961
946,10.01713752746582
947,17.229570388793945
948,18.286834716796875
949,15.310871124267578
950,17.52664566040039
951,16.10604476928711
952,24.687053680419922
953,16.772502899169922
954,18.374019622802734
955,17.824047088623047
956,16.13627815246582
957,16.448925018310547
958,22.16265106201172
959,16.620296478271484
960,61.15490531921387
961,16.992416381835938
962,29.736034393310547
963,23.736886978149414
964,18.547773361206055
965,16.596172332763672
966,17.738231658935547
967,18.24810028076172
968,17.53041648864746
969,18.027753829956055
970,16.011316299438477
971,25.833152770996094
972,16.626394271850586
973,18.17082405090332
974,16.4682674407959
975,17.969337463378906
976,16.17908477783203
977,19.336881637573242
978,16.10638427734375
979,16.05559539794922
980,19.890033721923828
981,22.99595069885254
982,24.10417938232422
983,20.97365379333496
984,17.779905319213867
985,14.262325286865234
986,14.830272674560547
987,8.770502090454102
988,18.6708927154541
989,16.528430938720703
990,24.435916900634766
991,12.108621597290039
992,17.20873260498047
993,20.17465591430664
994,24.84518814086914
995,26.96446418762207
996,17.411853790283203
997,23.41962242126465
998,15.384302139282227
999,25.451679229736328
1000,19.148204803466797
1001,16.269824981689453
1002,18.65776824951172
1003,19.212459564208984
1004,23.591461181640625
1005,12.360895156860352
1006,17.415569305419922
1007,29.017154693603516
1008,21.219579696655273
1009,31.300188064575195
1010,16.707962036132812
1011,31.39765739440918
1012,16.385507583618164
1013,17.190462112426758
1014,22.683666229248047
1015,20.896867752075195
1016,24.607929229736328
1017,16.730379104614258
1018,17.94902801513672
1019,22.540571212768555
1020,20.469982147216797
1021,32.05729866027832
1022,16.30501937866211
1023,14.85311508178711
1024,21.115121841430664
1025,21.203968048095703
1026,5.172828674316406
1027,38.72316932678223
1028,23.749797821044922
1029,18.829631805419922
1030,17.260251998901367
1031,22.051023483276367
1032,14.189489364624023
1033,17.535520553588867
1034,21.370168685913086
1035,19.94464683532715
1036,25.767541885375977
1037,19.894596099853516
1038,46.96379852294922
1039,16.649044036865234
1040,21.35607147216797
1041,13.742698669433594
1042,14.960897445678711
1043,34.0087947845459
1044,16.44644546508789
1045,34.598960876464844
1046,15.937252044677734
1047,17.126087188720703
1048,16.13619041442871
1049,30.622621536254883
1050,16.58525276184082
1051,26.10428810119629
1052,24.22704315185547
1053,11.770751953125
1054,25.39360809326172
1055,16.10785484313965
1056,16.537330627441406
1057,20.229692459106445
1058,16.121591567993164
1059,23.924030303955078
1060,13.668325424194336
1061,16.766666412353516
1062,22.113414764404297
1063,17.294998168945312
1064,16.492292404174805
1065,16.88730812072754
1066,16.44672393798828
1067,26.546682357788086
1068,18.15114402770996
1069,31.02686309814453
1070,23.304039001464844
1071,17.247602462768555
1072,29.56879997253418
1073,27.196523666381836
1074,38.26359176635742
1075,16.362319946289062
1076,23.831783294677734
1077,27.48387336730957
1078,25.95176887512207
1079,16.49039649963379
1080,13.693647384643555
1081,21.912281036376953
1082,24.884845733642578
1083,19.872610092163086
1084,20.524002075195312
1085,28.94872283935547
1086,16.915319442749023
1087,15.865131378173828
1088,21.344913482666016
1089,15.13197135925293
1090,30.227909088134766
1091,22.36345100402832
1092,16.59438133239746
1093,16.662626266479492
1094,22.194324493408203
1095,18.612730026245117
1096,24.080585479736328
1097,16.766977310180664
1098,20.393665313720703
1099,13.487447738647461
1100,23.942079544067383
1101,20.311861038208008
1102,23.604957580566406
1103,27.57896614074707
1104,18.117082595825195
1105,22.114748001098633
1106,18.836748123168945
1107,23.00169563293457
1108,16.368017196655273
1109,13.519781112670898
1110,16.125886917114258
1111,20.248464584350586
1112,51.411930084228516
1113,17.07147979736328
1114,25.093931198120117
1115,16.771583557128906
1116,18.247276306152344
1117,62.01173782348633
1118,23.341718673706055
1119,16.157928466796875
1120,16.337678909301758
1121,17.23727798461914
1122,23.318206787109375
1123,17.785886764526367
1124,13.04647445678711
1125,21.226375579833984
1126,15.754858016967773
1127,21.45104217529297
1128,18.47435188293457
1129,22.718521118164062
1130,26.640308380126953
1131,32.92072105407715
1132,27.35091781616211
1133,27.197479248046875
1134,17.281719207763672
1135,16.290300369262695
1136,18.149810791015625
1137,17.425188064575195
1138,18.221994400024414
1139,15.286096572875977
1140,35.41142654418945
1141,16.935827255249023
1142,28.96552276611328
1143,45.77766418457031
1144,18.061418533325195
1145,32.49919319152832
1146,28.164138793945312
1147,25.91249656677246
1148,16.517375946044922
1149,21.936447143554688
1150,23.078845977783203
1151,22.199703216552734
1152,19.694808959960938
1153,47.54856300354004
1154,16.290178298950195
1155,25.31359100341797
1156,16.670446395874023
1157,19.763813018798828
1158,19.660812377929688
1159,17.164730072021484
1160,13.611114501953125
1161,16.525148391723633
1162,23.958070755004883
1163,21.960590362548828
1164,25.52349281311035
1165,18.31126594543457
1166,17.935880661010742
1167,29.844036102294922
1168,29.68489646911621
1169,22.042747497558594
1170,33.40922927856445
1171,35.94146156311035
1172,13.785146713256836
1173,22.270660400390625
1174,15.972986221313477
1175,23.10045623779297
1176,18.86915397644043
1177,14.000709533691406
1178,31.50655174255371
1179,25.82094383239746
1180,17.811067581176758
1181,31.651113510131836
1182,17.388713836669922
1183,20.08354949951172
1184,28.525653839111328
1185,12.983552932739258
1186,17.425010681152344
1187,16.063142776489258
1188,30.864797592163086
1189,17.983238220214844
1190,32.02989959716797
1191,48.0358943939209
1192,16.050796508789062
1193,18.028968811035156
1194,14.327587127685547
1195,27.06827163696289
1196,18.66573143005371
1197,16.806034088134766
1198,15.467023849487305
1199,15.934549331665039
1200,17.510635375976562
1201,12.362367630004883
1202,28.04414939880371
1203,40.1858024597168
1204,29.313961029052734
1205,21.40267562866211
1206,16.005596160888672
1207,50.69071578979492
1208,17.5533504486084
1209,40.372243881225586
1210,17.885799407958984
1211,26.981781005859375
1212,16.729951858520508
1213,16.837690353393555
1214,22.534313201904297
1215,16.520885467529297
1216,16.930376052856445
1217,30.636573791503906
1218,18.012609481811523
1219,14.833045959472656
1220,24.778667449951172
1221,26.01053810119629
1222,44.60904121398926
1223,27.531145095825195
1224,11.595123291015625
1225,13.733041763305664
1226,27.004058837890625
1227,18.836097717285156
1228,21.147871017456055
1229,29.182018280029297
1230,21.067790985107422
1231,16.609052658081055
1232,16.56273651123047
1233,13.742425918579102
1234,12.735782623291016
1235,16.193439483642578
1236,28.971942901611328
1237,17.346294403076172
1238,18.02893829345703
1239,21.756582260131836
1240,26.98915672302246
1241,19.39763069152832
1242,17.512651443481445
1243,18.083370208740234
1244,27.866308212280273
1245,16.586395263671875
1246,42.93433952331543
1247,17.38849449157715
1248,18.83623695373535
1249,21.406776428222656
1250,24.023683547973633
1251,16.29206085205078
1252,22.128087997436523
1253,12.35580825805664
1254,12.463619232177734
1255,22.678810119628906
1256,18.754657745361328
1257,22.291568756103516
1258,31.560190200805664
1259,18.176334381103516
1260,16.543010711669922
1261,27.059547424316406
1262,16.289758682250977
1263,39.033321380615234
1264,24.86756134033203
1265,16.96320915222168
1266,20.798070907592773
1267,13.930353164672852
1268,16.991893768310547
1269,12.277551651000977
1270,39.73247146606445
1271,17.77728843688965
1272,11.41299057006836
1273,17.12160873413086
1274,22.58747673034668
1275,47.71891212463379
1276,20.38145637512207
1277,17.311962127685547
1278,21.422000885009766
1279,43.97453689575195
1280,13.889120101928711
1281,32.11639595031738
1282,16.02861976623535
1283,19.406599044799805
1284,16.530242919921875
1285,53.58697319030762
1286,12.633991241455078
1287,17.48056411743164
1288,17.871511459350586
1289,26.459131240844727
1290,17.840885162353516
1291,13.875329971313477
1292,16.514795303344727
1293,12.538652420043945
1294,12.488630294799805
1295,27.96360969543457
1296,26.54308319091797
1297,16.627735137939453
1298,16.097856521606445
1299,16.703325271606445
1300,20.111600875854492
1301,18.958147048950195
1302,15.850570678710938
1303,34.85361289978027
1304,24.014944076538086
1305,20.733430862426758
1306,21.638160705566406
1307,19.52998924255371
1308,26.195648193359375
1309,18.342750549316406
1310,17.824886322021484
1311,30.765737533569336
1312,17.32310676574707
1313,13.701026916503906
1314,16.715852737426758
1315,8.278043746948242
1316,12.532251358032227
1317,28.631710052490234
1318,16.783960342407227
1319,16.92103385925293
1320,39.20733070373535
1321,16.487892150878906
1322,17.538848876953125
1323,17.190513610839844
1324,22.44483184814453
1325,13.673137664794922
1326,23.985536575317383
1327,16.648603439331055
1328,17.29311752319336
1329,12.569995880126953
1330,18.543458938598633
1331,19.857742309570312
1332,21.2274227142334
1333,16.157886505126953
1334,17.992647171020508
1335,25.391937255859375
1336,35.72245979309082
1337,15.622095108032227
1338,16.584257125854492
1339,17.831401824951172
1340,19.5328311920166
1341,16.60067367553711
1342,17.899744033813477
1343,18.68189239501953
1344,12.638164520263672
1345,13.41010856628418
1346,23.006738662719727
1347,19.76976203918457
1348,26.25202751159668
1349,15.839502334594727
1350,24.656904220581055
1351,17.238771438598633
1352,15.860795974731445
1353,16.97966194152832
1354,16.426376342773438
1355,18.287418365478516
1356,16.26128578186035
1357,13.243370056152344
1358,13.730165481567383
1359,16.67739486694336
1360,13.984048843383789
1361,31.5355281829834
